YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202009,151424,912746,3,.33,"NNE","MILDRED",37.3541,-83.9268,3721246,8355608
202009,151424,912746,4,.33,"NNE","MILDRED",37.3545,-83.928,3721270,8355680
202009,151424,912746,5,.14,"ENE","MILDRED",37.351,-83.9279,3721060,8355674
202009,151424,912750,1,14.88,"SSE","YALE",37.87,-83.35,3752200,8321000
202009,151424,912750,2,14.59,"SE","YALE",37.877,-83.3466,3752620,8320796
202009,151424,912750,3,14.75,"SE","YALE",37.8768,-83.3417,3752608,8320502
202009,151424,912750,4,15.46,"SE","YALE",37.864,-83.3423,3751840,8320538
202009,151424,912750,5,15.25,"SSE","YALE",37.8646,-83.3482,3751876,8320892
202009,151424,912752,1,1.08,"NNE","STURGEON",37.4338,-83.791,3726028,8347460
202009,151424,912752,2,1.08,"NNE","STURGEON",37.4333,-83.7896,3725998,8347376
202009,151424,912752,3,1,"NE","STURGEON",37.4319,-83.7895,3725914,8347370
202009,151424,912752,4,.7,"NNE","STURGEON",37.4299,-83.7974,3725794,8347844
202009,151424,912752,5,.81,"N","STURGEON",37.4316,-83.7972,3725896,8347832
202009,151424,916090,1,1.31,"N","COTTLE",37.899,-83.1982,3753940,8311892
202009,151424,916090,2,1.79,"N","FLORRESS",37.9059,-83.1823,3754354,8310938
202009,151424,916090,3,1.66,"N","FLORRESS",37.904,-83.1819,3754240,8310914
202009,151424,916090,4,1.45,"NNW","FLORRESS",37.8999,-83.1884,3753994,8311304
202009,151424,916090,5,1.15,"N","COTTLE",37.8966,-83.1973,3753796,8311838
202009,151424,916410,1,.71,"NNW","MILDRED",37.36,-83.9331,3721600,8355986
202009,151424,916410,2,.75,"N","MILDRED",37.3608,-83.9322,3721648,8355932
202009,151424,916410,3,.97,"NNW","MILDRED",37.3637,-83.9343,3721822,8356058
202009,151424,916410,4,1.16,"NNW","MILDRED",37.3659,-83.9366,3721954,8356196
202009,151424,916410,5,1.26,"NNW","MILDRED",37.3668,-83.9388,3722008,8356328
202009,151424,916410,6,1.22,"NNW","MILDRED",37.3661,-83.9391,3721966,8356346
202009,151463,913583,1,4,"E","OWENSBORO",37.77,-87.0468,3746200,872808
202009,151463,913583,2,2.25,"WSW","THURSTON",37.7897,-87.0691,3747382,874146
202009,151463,913583,3,.44,"SW","(OWB)OWENSBORO ARPT",37.7453,-87.1756,3744718,8710536
202009,151463,913583,4,2.78,"SW","DOYLE",37.7217,-87.1062,3743302,876372
202009,151463,914203,1,0,"N","ZION",37.82,-87.48,3749200,8728800
202009,151463,914203,2,2.71,"WNW","ZION",37.8335,-87.5267,3750010,8731602
202009,151463,914203,3,1.03,"SE","KINGS MILLS",37.7193,-87.7369,3743158,8744214
202009,151463,914203,4,5,"SW","CORYDON",37.6788,-87.7647,3740728,8745882
202009,151463,914203,5,1.41,"SW","DIXIE",37.6671,-87.6999,3740026,8741994
202009,151463,914203,6,1.79,"S","ZION",37.7945,-87.4742,3747670,8728452
202009,151464,912694,1,0,"SW","BLOOMFIELD",36.9,-89.92,3654000,8955200
202009,151468,912751,1,1.35,"WSW","GERMANN",33.27,-111.69,3316200,11141400
202009,151468,912754,1,.69,"S","HIGLEY",33.29,-111.72,3317400,11143200
202009,151468,912757,1,1.73,"W","GERMANN",33.28,-111.7,3316800,11142000
202009,151468,912758,1,.58,"E","(CHD)WILLIAMS AFB",33.3,-111.66,3318000,11139600
202009,151468,912759,1,1.35,"WSW","(CHD)WILLIAMS AFB",33.29,-111.69,3317400,11141400
202009,151470,913120,1,.9,"NW","GREENVILLE",33.41,-91.06,3324600,913600
202009,151470,913120,2,1.12,"N","SWIFTWATER",33.3661,-91.0722,3321966,914332
202009,151470,913120,3,1.77,"ESE","GREENVILLE FAIRFLD A",33.3723,-90.9908,3322338,9059448
202009,151470,913120,4,1.25,"SW","MAGENTA",33.4156,-90.9932,3324936,9059592
202009,151470,913121,1,.44,"SW","UNION HALL",31.566,-90.4258,3133960,9025548
202009,151470,913121,2,1.5,"SW","BROOKHAVEN",31.5627,-90.4654,3133762,9027924
202009,151470,913121,3,.69,"NNW","BROOKHAVEN",31.5885,-90.4563,3135310,9027378
202009,151470,913121,4,1.35,"N","UNION HALL",31.5894,-90.4228,3135364,9025368
202009,151470,913122,1,.59,"E","SONTAG",31.65,-90.19,3139000,9011400
202009,151470,913122,2,.78,"ESE","SONTAG",31.644,-90.1887,3138640,9011322
202009,151470,913122,3,.79,"WSW","SONTAG",31.646,-90.2125,3138760,9012750
202009,151470,913122,4,.74,"NW","SONTAG",31.6568,-90.2097,3139408,9012582
202009,151470,913123,1,2.73,"ENE","SIBLEY",31.4,-91.36,3124000,9121600
202009,151470,916382,1,.59,"E","LUCIEN",31.52,-90.67,3131200,9040200
202009,151470,916382,2,.91,"NW","QUENTIN",31.51,-90.78,3130600,9046800
202009,151470,916382,3,2.15,"SSW","BUDE",31.44,-90.86,3126400,9051600
202009,151470,916382,4,4.19,"S","LUCIEN",31.46,-90.69,3127600,9041400
202009,151470,916385,1,.58,"W","CANTON",32.62,-90.04,3237200,902400
202009,151470,916385,2,.67,"W","CANTON",32.6213,-90.0414,3237278,902484
202009,151470,916385,3,.87,"WNW","CANTON",32.623,-90.0446,3237380,902676
202009,151470,916385,4,.9,"W","CANTON",32.6222,-90.0452,3237332,902712
202009,151470,916386,1,0,"N","BELLEFONTAINE",33.65,-89.32,3339000,8919200
202009,151470,916386,2,.2,"ESE","BELLEFONTAINE",33.6488,-89.3169,3338928,8919014
202009,151470,916386,3,.11,"S","BELLEFONTAINE",33.6484,-89.3204,3338904,8919224
202009,151470,916386,4,.07,"WSW","BELLEFONTAINE",33.6497,-89.3211,3338982,8919266
202009,151486,912914,1,2.01,"NNW","KERMIT",31.8756,-103.0965,3152536,1035790
202009,152594,919193,3,1.57,"ESE","THORNTON",31.3914,-96.5553,3123484,9633318
202009,152594,919193,4,1.12,"W","THORNTON",31.3995,-96.5989,3123970,9635934
202009,152594,920963,1,2.66,"W","FRISCO",33.1435,-96.8754,338610,9652524
202009,152594,920964,1,.74,"SSW","TEMPLE",31.0905,-97.3556,315430,9721336
202009,152594,921289,1,.73,"SSW","DENTON",33.2103,-97.1548,3312618,979288
202009,152594,921289,2,.69,"SSE","DENTON",33.2103,-97.1476,3312618,978856
202009,152594,921289,3,.28,"NNE","MAYHILL",33.2039,-97.1485,3312234,978910
202009,152594,921289,4,.47,"NNW","MAYHILL",33.2057,-97.1544,3312342,979264
202009,152594,921290,1,1.38,"S","HOOD AFB",31.11,-97.73,316600,9743800
202009,152594,921290,2,1.74,"S","TENNESSEE VLY",31.1051,-97.4962,316306,9729772
202009,152594,921290,3,1.38,"S","BELTON",31.0502,-97.4683,313012,9728098
202009,152594,921290,4,2.72,"SSW","SIMMONSVILLE",31.0662,-97.7234,313972,9743404
202009,152594,921291,1,4.37,"N","OGLES",31.2132,-98.301,3112792,9818060
202009,152594,921291,2,4.66,"NNE","OGLES",31.2152,-98.2801,3112912,9816806
202009,152594,921291,3,4,"NNE","OGLES",31.2053,-98.2796,3112318,9816776
202009,152594,921291,4,3.64,"N","OGLES",31.2027,-98.3008,3112162,9818048
202009,152594,921292,1,4.37,"WSW","LAMPASAS ARPT",31.08,-98.27,314800,9816200
202009,152594,921292,2,.82,"SSW","LAMPASAS",31.0588,-98.1845,313528,9811070
202009,152594,921292,3,5.98,"WNW","RUMLEY",31.2022,-98.164,3112132,989840
202009,152594,921292,4,.34,"SW","LAMETA",31.2165,-98.3841,3112990,9823046
202009,152594,921292,5,1.63,"NNE","NIX",31.1414,-98.3585,318484,9821510
202009,152594,922826,1,3.03,"NW","KEETER",33.0632,-97.6542,333792,9739252
202009,152607,919269,1,1.17,"WSW","ANSON",32.7444,-99.899,3244664,9953940
202009,152607,919269,2,.8,"WSW","ANSON",32.745,-99.8924,3244700,9953544
202009,152607,919269,3,.94,"SW","ANSON",32.7397,-99.8904,3244382,9953424
202009,152607,919269,4,1.41,"WSW","ANSON",32.7403,-99.9013,3244418,9954078
202009,152607,920121,1,4.48,"NE","CARLSBAD",31.64,-100.57,3138400,10034200
202009,152607,920121,2,4.46,"NE","CARLSBAD",31.6499,-100.5821,3138994,10034926
202009,152607,920121,3,3.3,"NNE","CARLSBAD",31.6415,-100.6023,3138490,10036138
202009,152607,920121,4,3.61,"NE","CARLSBAD",31.6343,-100.5836,3138058,10035016
202009,152607,920141,1,.58,"E","HASKELL",33.17,-99.74,3310200,9944400
202009,152607,920144,1,2.37,"SSE","LAKE STAMFORD",33.05,-99.6,333000,9936000
202009,152607,920144,2,3.41,"SE","LAKE STAMFORD",33.0503,-99.573,333018,9934380
202009,152607,920144,3,3.04,"ESE","LAKE STAMFORD",33.0674,-99.5697,334044,9934182
202009,152607,920144,4,1.7,"SSE","LAKE STAMFORD",33.0586,-99.6057,333516,9936342
202009,152607,920521,1,2.17,"N","FUNSTON",32.7813,-99.8042,3246878,9948252
202009,152607,920521,2,2.2,"N","FUNSTON",32.7814,-99.7938,3246884,9947628
202009,152607,920521,3,1.77,"NNE","FUNSTON",32.775,-99.7939,3246500,9947634
202009,152607,920521,4,1.73,"N","FUNSTON",32.7746,-99.8055,3246476,9948330
202009,152684,919746,1,0,"N","READLYN",42.7,-92.23,4242000,9213800
202009,152684,919782,1,.85,"NW","MAYLAND ARPT",43.29,-94.01,4317400,94600
202009,152684,919783,1,2.53,"E","OLAF",42.88,-93.67,4252800,9340200
202009,152684,919784,1,.86,"NW","CLARION ARPT",42.74,-93.76,4244400,9345600
202009,152684,919785,1,5.64,"W","IOWA FALLS",42.51,-93.38,4230600,9322800
202009,152684,919786,1,2.89,"NE","LAKOTA",43.41,-94.06,4324600,943600
202009,152684,919787,1,2.87,"ESE","LAKOTA",43.36,-94.05,4321600,943000
202009,152684,919788,1,.69,"N","BUFFALO CENTER",43.39,-93.95,4323400,9357000
202009,152684,919790,1,1.47,"SSW","NEILS",43.31,-93.73,4318600,9343800
202009,152684,919791,1,4.27,"SSE","BUFFALO CENTER ARPT",43.27,-93.95,4316200,9357000
202009,152684,919793,1,2.04,"SW","THOMPSON",43.35,-93.81,4321000,9348600
202009,152684,919794,1,.69,"N","CLEAR LAKE",43.14,-93.38,438400,9322800
202009,152684,919795,1,3.49,"N","AREDALE",42.88,-92.99,4252800,9259400
202009,152684,919796,1,.51,"E","SWALEDALE",42.98,-93.32,4258800,9319200
202009,152684,919844,1,2.13,"NNE","DUNKERTON",42.6,-92.16,4236000,929600
202009,152684,919845,1,.5,"E","LEDYARD",43.42,-94.16,4325200,949600
202009,152684,919846,1,.5,"E","LEDYARD",43.42,-94.16,4325200,949600
202009,152693,919813,1,1.49,"NNW","LEESVILLE",35.92,-78.74,3555200,7844400
202009,152693,922216,1,.47,"WSW","JONESBORO",35.4687,-79.1783,3528122,7910698
202009,152693,922217,1,.97,"W","SOUTHERN PINES ARPT",35.229,-79.3972,3513740,7923832
202009,152693,922218,1,2.67,"NW","NEWHILL",35.71,-78.96,3542600,7857600
202009,152693,922219,1,.69,"N","NEWHILL",35.69,-78.93,3541400,7855800
202009,152693,922220,1,2.67,"NW","NEWHILL",35.71,-78.96,3542600,7857600
202009,152693,922221,1,1.78,"NW","FRIENDSHIP",35.72,-78.92,3543200,7855200
202009,152693,922222,1,.89,"NW","APEX",35.74,-78.88,3544400,7852800
202009,152693,922223,1,.69,"N","FRIENDSHIP",35.71,-78.9,3542600,7854000
202009,152693,922224,1,2.15,"NNW","FRIENDSHIP",35.73,-78.91,3543800,7854600
202009,152693,922225,1,.89,"SE","UPCHURCH",35.77,-78.86,3546200,7851600
202009,152693,922226,1,1.32,"WNW","GREEN LEVEL",35.79,-78.92,3547400,7855200
202009,152693,922227,1,.89,"SE","UPCHURCH",35.77,-78.86,3546200,7851600
202009,152693,922228,1,.35,"E","CARPENTER",35.8204,-78.8737,3549224,7852422
202009,152693,922229,1,.69,"N","UPCHURCH",35.79,-78.87,3547400,7852200
202009,152693,922230,1,.89,"SE","UPCHURCH",35.77,-78.86,3546200,7851600
202009,152693,922231,1,.56,"W","MORRISVILLE",35.82,-78.84,3549200,7850400
202009,152693,922232,1,.56,"E","CARPENTER",35.82,-78.87,3549200,7852200
202009,152693,922233,1,2.98,"NNW","MORRISVILLE",35.86,-78.85,3551600,7851000
202009,152693,922234,1,.89,"NW","MORRISVILLE",35.83,-78.84,3549800,7850400
202009,152693,922235,1,1.68,"E","UPCHURCH",35.78,-78.84,3546800,7850400
202009,152693,922236,1,0,"N","MORRISVILLE",35.82,-78.83,3549200,7849800
202009,152693,922237,1,1.32,"WNW","MORRISVILLE",35.83,-78.85,3549800,7851000
202009,152693,922238,1,1.78,"NW","MORRISVILLE",35.84,-78.85,3550400,7851000
202009,152693,922239,1,1.78,"NE","CLEGG",35.89,-78.83,3553400,7849800
202009,152693,922240,1,1.78,"NE","CLEGG",35.89,-78.83,3553400,7849800
202009,152693,922241,1,3.13,"WSW","RALEIGH ARPT",35.71,-78.72,3542600,7843200
202009,152693,922242,1,1.49,"NNE","CLEGG",35.89,-78.84,3553400,7850400
202009,152693,922243,1,2.36,"NNW","LEESVILLE",35.93,-78.75,3555800,7845000
202009,152693,922244,1,3.94,"WNW","BAYLEAF",35.96,-78.71,3557600,7842600
202009,152726,919969,1,0,"N","C TOWER",29.4,-84.86,2924000,8451600
202009,152727,919970,1,2.6,"ESE","PANACEA",30.0179,-84.3389,301074,8420334
202009,152727,919971,1,2.6,"ESE","PANACEA",30.0179,-84.3389,301074,8420334
202009,152727,919972,1,2.21,"SE","SPRING CREEK",30.0582,-84.2929,303492,8417574
202009,152727,919973,1,7.92,"SSE","PANACEA",29.9215,-84.3376,2955290,8420256
202009,152727,919974,1,15.82,"ESE","PANAMA CITY BEACH",30.1344,-85.5901,308064,8535406
202009,152727,919975,1,13.41,"NW","MEXICO BEACH",30.0702,-85.5762,304212,8534572
202009,152727,919976,1,9.48,"SE","PANAMA CITY BEACH",30.1286,-85.7122,307716,8542732
202009,152727,919977,1,6.86,"ESE","PANAMA CITY BEACH",30.1853,-85.7288,3011118,8543728
202009,152727,919978,1,3.62,"SSW","EASTPOINT",29.7002,-84.8889,2942012,8453334
202009,152727,919979,1,7.89,"SSE","PANACEA",29.9217,-84.3382,2955302,8420292
202009,152727,919980,1,2.24,"SE","SPRING CREEK",30.0584,-84.2921,303504,8417526
202009,152728,919982,1,.6,"W","FAMU BRAGG STADIUM",30.42,-84.3,3025200,8418000
202009,152728,919983,1,.31,"NE","LAKE ELLA",30.4628,-84.266,3027768,8415960
202009,152732,920001,1,1.47,"WSW","TARSNEY LAKES",38.9755,-94.1968,3858530,9411808
202009,152732,920001,2,1.85,"WSW","TARSNEY LAKES",38.9655,-94.1991,3857930,9411946
202009,152732,920001,3,2.24,"WSW","TARSNEY LAKES",38.9667,-94.2081,3858002,9412486
202009,152732,920001,4,1.74,"W","TARSNEY LAKES",38.9767,-94.2021,3858602,9412126
202009,152733,920002,1,.54,"E","WARRENSBURG",38.77,-93.74,3846200,9344400
202009,152733,920003,1,.88,"NE","SEDALIA",38.71,-93.22,3842600,9313200
202009,152734,920004,1,.57,"ENE","OLATHE JOHNSON CO AR",38.8335,-94.8905,3850010,9453430
202009,152734,920005,1,.52,"SSW","SPRING HILL",38.7429,-94.8232,3844574,9449392
202009,152734,920006,1,.63,"S","STILWELL MISSION ARP",38.791,-94.6307,3847460,9437842
202009,152738,920010,1,.57,"W","WALDRON",34.9,-94.09,3454000,945400
202009,152738,920010,2,.46,"ENE","WALDRON",34.9021,-94.0724,3454126,944344
202009,152738,920010,3,.95,"SSE","WALDRON",34.8869,-94.0749,3453214,944494
202009,152738,920010,4,1.47,"NE","WALDRON MUNI ARPT",34.8875,-94.1053,3453250,946318
202009,152738,920011,1,.89,"NW","ALY",34.79,-93.49,3447400,9329400
202009,152738,920011,2,1,"NNW","ALY",34.7942,-93.4838,3447652,9329028
202009,152738,920011,3,.79,"N","ALY",34.7913,-93.4822,3447478,9328932
202009,152738,920011,4,.74,"NW","ALY",34.7888,-93.4875,3447328,9329250
202009,152738,920012,1,2.65,"ENE","WING",34.95,-93.41,3457000,9324600
202009,152738,920012,2,3.46,"NE","WING",34.9608,-93.4019,3457648,9324114
202009,152738,920012,3,3.71,"W","ROVER",34.9589,-93.3946,3457534,9323676
202009,152866,920694,4,5.53,"WNW","ARECIBO",18.4541,-66.7463,1827246,6644778
202009,152866,920695,1,5.78,"WNW","ARECIBO",18.4601,-66.7474,1827606,6644844
202009,152866,920695,2,5.74,"WNW","ARECIBO",18.46,-66.7468,1827600,6644808
202009,152866,920695,3,5.82,"WNW","ARECIBO",18.462,-66.7469,1827720,6644814
202009,152866,920695,4,5.85,"WNW","ARECIBO",18.462,-66.7475,1827720,6644850
202009,152866,920696,1,4.95,"NW","ARECIBO",18.4669,-66.7271,1828014,6643626
202009,152866,920696,2,4.93,"NW","ARECIBO",18.467,-66.7266,1828020,6643596
202009,152866,920696,3,4.8,"NW","ARECIBO",18.4657,-66.7252,1827942,6643512
202009,152866,920696,4,4.81,"NW","ARECIBO",18.4654,-66.7257,1827924,6643542
202009,152866,920697,1,3.43,"WNW","ARECIBO",18.4417,-66.717,1826502,6643020
202009,152866,920697,2,3.37,"WNW","ARECIBO",18.4397,-66.717,1826382,6643020
202009,152866,920697,3,3.07,"WNW","ARECIBO",18.4401,-66.7117,1826406,6642702
202009,152866,920697,4,3.23,"WNW","ARECIBO",18.4427,-66.7131,1826562,6642786
202009,152866,920698,1,4.69,"NW","ARECIBO",18.4653,-66.7233,1827918,6643398
202009,152866,920698,2,4.61,"NW","ARECIBO",18.4648,-66.7222,1827888,6643332
202009,152866,920698,3,4.64,"NW","ARECIBO",18.467,-66.7206,1828020,6643236
202009,152866,920698,4,4.72,"NW","ARECIBO",18.4673,-66.7219,1828038,6643314
202009,152866,920699,1,.87,"ENE","HATILLO",18.4244,-66.7876,1825464,6647256
202009,152866,920699,2,.84,"ENE","HATILLO",18.4237,-66.7878,1825422,6647268
202009,152866,920699,3,1.01,"ENE","HATILLO",18.4238,-66.7851,1825428,6647106
202009,152866,920699,4,1.04,"ENE","HATILLO",18.4244,-66.7848,1825464,6647088
202009,152866,920700,1,6.44,"WNW","ARECIBO",18.4638,-66.7568,1827828,6645408
202009,152866,920700,2,6.35,"WNW","ARECIBO",18.462,-66.7562,1827720,6645372
202009,152866,920700,3,6.01,"WNW","ARECIBO",18.463,-66.7498,1827780,6644988
202009,152866,920700,4,6.11,"WNW","ARECIBO",18.4654,-66.7501,1827924,6645006
202009,152866,921014,1,7.64,"NW","ARECIBO",18.4826,-66.7662,1828956,6645972
202009,152866,921014,2,7.64,"WNW","ARECIBO",18.4807,-66.7674,1828842,6646044
202009,152866,921014,3,7.54,"WNW","ARECIBO",18.4804,-66.7659,1828824,6645954
202009,152866,921014,4,7.57,"NW","ARECIBO",18.4823,-66.765,1828938,6645900
202009,152866,921016,1,7.64,"NW","ARECIBO",18.4826,-66.7662,1828956,6645972
202009,152866,921016,2,7.64,"WNW","ARECIBO",18.4807,-66.7674,1828842,6646044
202009,152866,921016,3,7.54,"WNW","ARECIBO",18.4804,-66.7659,1828824,6645954
202009,152866,921016,4,7.57,"NW","ARECIBO",18.4823,-66.765,1828938,6645900
202009,152869,922154,1,0,"N","EL RENO",35.53,-97.96,3531800,9757600
202003,145406,873023,1,0,"N","OHIOWA",40.42,-97.45,4025200,9727000
202003,145406,873024,1,9.22,"NNW","AXTELL",40.61,-99.16,4036600,999600
202003,145406,873026,1,4.18,"N","ANGUS",40.34,-97.97,4020400,9758200
202003,145406,873027,1,0,"N","GRAFTON",40.63,-97.7,4037800,9742000
202003,145406,873028,1,1,"S","MC COOL JCT",40.7355,-97.58,4044130,9734800
202003,145406,873029,1,2,"SW","KEARNEY",40.6795,-99.107,4040770,996420
202003,145406,873029,2,2,"ENE","KEARNEY",40.7111,-99.0447,4042666,992682
202003,146373,882704,4,4.68,"N","OCILLA",31.6571,-83.2389,3139426,8314334
202003,146373,882705,1,1.19,"NW","IRWINVILLE",31.6534,-83.3927,3139204,8323562
202003,146373,882705,2,1.36,"NNW","IRWINVILLE",31.6586,-83.3875,3139516,8323250
202003,146373,882705,3,1.95,"NNW","IRWINVILLE",31.6639,-83.3979,3139834,8323874
202003,146373,882705,4,1.71,"NW","IRWINVILLE",31.6579,-83.4001,3139474,8324006
202003,146373,882706,1,2.7,"WNW","EXCELSIOR",31.421,-83.6386,3125260,8338316
202003,146373,882706,2,2.64,"WNW","EXCELSIOR",31.4136,-83.6419,3124816,8338514
202003,146373,882706,3,1.21,"NW","EXCELSIOR",31.4131,-83.6135,3124786,8336810
202003,146373,882706,4,1.72,"NNW","EXCELSIOR",31.4228,-83.6115,3125368,8336690
202003,146373,882707,1,1.82,"NE","TIFTON",31.47,-83.48,3128200,8328800
202003,146373,882707,2,1.96,"NE","TIFTON",31.4732,-83.4809,3128392,8328854
202003,146373,882707,3,1.82,"NNE","TIFTON",31.4735,-83.4859,3128410,8329154
202003,146373,882707,4,1.61,"NE","TIFTON",31.4694,-83.4848,3128164,8329088
202003,146373,882708,1,.86,"NE","HARDING",31.5281,-83.4089,3131686,8324534
202003,146373,882708,2,1.15,"ENE","HARDING",31.5288,-83.4034,3131728,8324204
202003,146373,882708,3,1.14,"ESE","HARDING",31.5139,-83.4021,3130834,8324126
202003,146373,882708,4,1.18,"N","BROOKFIELD",31.427,-83.3921,3125620,8323526
202003,146373,882708,5,.94,"NW","BROOKFIELD",31.4178,-83.4032,3125068,8324192
202003,146373,882708,6,.4,"S","HARDING",31.5143,-83.4195,3130858,8325170
202003,146373,882709,1,3.62,"ENE","INAHA",31.6221,-83.5402,3137326,8332412
202003,146373,882709,2,3.57,"E","INAHA",31.6163,-83.5398,3136978,8332388
202003,146373,882709,3,6.28,"E","INAHA",31.6155,-83.4934,3136930,8329604
202003,146373,882709,4,6.12,"E","INAHA",31.6245,-83.4973,3137470,8329838
202003,146373,882710,1,2.17,"SSE","SYCAMORE",31.6402,-83.6186,3138412,8337116
202003,146373,882710,2,1.94,"S","SYCAMORE",31.642,-83.6311,3138520,8337866
202003,146373,882710,3,2.71,"W","INAHA",31.6174,-83.6452,3137044,8338712
202003,146373,882710,4,1.36,"WNW","INAHA",31.6157,-83.6221,3136942,8337326
202003,146373,882711,1,2.72,"NE","COVERDALE",31.65,-83.68,3139000,8340800
202003,146373,882711,2,1.88,"SW","SYCAMORE",31.6496,-83.651,3138976,8339060
202003,146373,882711,3,1.43,"WSW","SYCAMORE",31.6613,-83.652,3139678,8339120
202003,146373,882711,4,2.76,"E","HOBBY",31.658,-83.6931,3139480,8341586
202003,146373,882711,5,2.27,"NNE","COVERDALE",31.6504,-83.6952,3139024,8341712
202003,146373,882712,1,1.09,"SE","HOBBY",31.6482,-83.7277,3138892,8343662
202003,146373,882712,2,.85,"NE","FIVE POINTS",31.647,-83.7382,3138820,8344292
202003,146373,882712,3,.27,"NE","HOBBY",31.6628,-83.7367,3139768,8344202
202003,146373,882712,4,.66,"ENE","HOBBY",31.6642,-83.7298,3139852,8343788
202003,146373,882713,1,2.13,"NW","FIVE POINTS",31.6575,-83.7799,3139450,8346794
202003,146373,882713,2,2.6,"NW","FIVE POINTS",31.6619,-83.7859,3139714,8347154
202003,146373,882713,3,1.14,"WNW","HOBBY",31.6659,-83.7581,3139954,8345486
202003,146373,882713,4,.84,"W","HOBBY",31.6592,-83.7542,3139552,8345252
202003,146373,882714,1,5.91,"ENE","INAHA",31.643,-83.5072,3138580,8330432
202003,146373,882714,2,5.14,"ENE","INAHA",31.6315,-83.5164,3137890,8330984
202003,146373,882714,3,4.63,"ENE","INAHA",31.6388,-83.5289,3138328,8331734
202003,146373,882714,4,5.9,"NE","INAHA",31.6678,-83.5261,3140068,8331566
202003,146373,882714,5,6.7,"NE","INAHA",31.6701,-83.5107,3140206,8330642
202003,146373,882715,1,2.24,"NE","ASHBURN-TURNER ARPT",31.7,-83.6,3142000,8336000
202003,146373,882715,2,1.7,"ENE","ASHBURN-TURNER ARPT",31.6894,-83.6033,3141364,8336198
202003,146373,882715,3,2.14,"ENE","ASHBURN-TURNER ARPT",31.689,-83.5952,3141340,8335712
202003,146373,882715,4,2.59,"ENE","ASHBURN-TURNER ARPT",31.7,-83.5927,3142000,8335562
202003,146373,882716,1,.77,"NE","ASHBURN-TURNER ARPT",31.6889,-83.622,3141334,8337320
202003,146373,882716,2,1.12,"ENE","ASHBURN-TURNER ARPT",31.6879,-83.6134,3141274,8336804
202003,146373,882716,3,2.58,"NNE","ASHBURN-TURNER ARPT",31.712,-83.6074,3142720,8336444
202003,146373,882716,4,1.98,"ENE","ASHBURN",31.7115,-83.6191,3142690,8337146
202003,146373,882717,1,2.92,"ENE","ASHBURN",31.7162,-83.6041,3142972,8336246
202003,146373,882717,2,2.47,"NNE","ASHBURN-TURNER ARPT",31.7108,-83.6086,3142648,8336516
202003,146373,882717,3,5.54,"E","ASHBURN-TURNER ARPT",31.6951,-83.5374,3141706,8332244
202003,146373,882717,4,5.87,"SSE","AMBOY",31.7142,-83.5351,3142852,8332106
202003,146373,882718,1,1.33,"W","ASHBURN",31.7021,-83.6725,3142126,8340350
202003,146373,882718,2,.61,"WNW","ASHBURN",31.7042,-83.6591,3142252,8339546
202003,146373,882718,3,.87,"NNW","ASHBURN",31.7109,-83.6573,3142654,8339438
202003,146373,882718,4,1.29,"NW","ASHBURN",31.7129,-83.6657,3142774,8339942
202003,146373,882718,5,1.81,"WNW","ASHBURN",31.7129,-83.6767,3142774,8340602
202003,146373,882719,1,3.64,"SW","WORTH",31.7104,-83.7108,3142624,8342648
202003,146373,882719,2,3.62,"W","ASHBURN",31.7072,-83.711,3142432,8342660
202003,146373,882719,3,3.33,"W","ASHBURN",31.7074,-83.706,3142444,8342360
202003,146373,882719,4,3.33,"WNW","ASHBURN",31.7113,-83.7051,3142678,8342306
202003,146373,882720,1,4.09,"WSW","WORTH",31.72,-83.73,3143200,8343800
202003,146373,882720,2,3.36,"NNE","HOBBY",31.707,-83.7254,3142420,8343524
202003,146373,882720,3,3.18,"N","HOBBY",31.706,-83.7379,3142360,8344274
202003,146373,882720,4,4.3,"N","HOBBY",31.7222,-83.7407,3143332,8344442
202003,146373,882720,5,3.95,"SW","DAKOTA",31.7259,-83.7329,3143554,8343974
202003,146373,882721,1,3.07,"N","HOBBY",31.7043,-83.7443,3142258,8344658
202003,146373,882721,2,3.59,"NNW","HOBBY",31.7101,-83.7561,3142606,8345366
202003,146373,882721,3,4.24,"SW","DAKOTA",31.729,-83.7436,3143740,8344616
202003,146373,882721,4,3.68,"SW","DAKOTA",31.7272,-83.7273,3143632,8343638
202003,146373,882722,1,1.46,"SSW","SIBLEY",31.7693,-83.715,3146158,8342900
202003,146373,882722,2,1.35,"WSW","DAKOTA",31.7624,-83.7112,3145744,8342672
202003,146373,882722,3,.3,"SSW","DAKOTA",31.7659,-83.6916,3145954,8341496
202003,146373,882722,4,.39,"NW","DAKOTA",31.7737,-83.695,3146422,8341700
202003,146373,882723,1,1.76,"W","AMBOY",31.79,-83.61,3147400,8336600
202003,146373,882723,2,1.4,"WNW","AMBOY",31.7971,-83.6024,3147826,8336144
202003,146373,882723,3,1.93,"WNW","AMBOY",31.8003,-83.6106,3148018,8336636
202003,146373,882723,4,2.13,"W","AMBOY",31.7944,-83.6159,3147664,8336954
202003,146373,882724,1,.69,"ENE","SIBLEY",31.7932,-83.6988,3147592,8341928
202003,146373,882724,2,.93,"ESE","SIBLEY",31.7848,-83.6955,3147088,8341730
202003,146373,882724,3,3.12,"W","AMBOY",31.7829,-83.6324,3146974,8337944
